split,song,source_song,source_kind,source_file,bar_number,image_path,label_path,source_label_path,reasons
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,46,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar046.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar046.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar046.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,50,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar050.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar050.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar050.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,54,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar054.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar054.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar054.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,56,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar056.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar056.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar056.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,58,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar058.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar058.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar058.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,60,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar060.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar060.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar060.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,62,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar062.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar062.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar062.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,66,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar066.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar066.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar066.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,70,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar070.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar070.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar070.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,73,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar073.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar073.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar073.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,74,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar074.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar074.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar074.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,78,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar078.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar078.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar078.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,80,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar080.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar080.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar080.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,82,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar082.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar082.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar082.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,84,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar084.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar084.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar084.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,86,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar086.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar086.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar086.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,102,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar102.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar102.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar102.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,105,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar105.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar105.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar105.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,106,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar106.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar106.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar106.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,109,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar109.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar109.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar109.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,114,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar114.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar114.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar114.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,116,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar116.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar116.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar116.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,118,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar118.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar118.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar118.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,120,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar120.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar120.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar120.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,122,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar122.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar122.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar122.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,123,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar123.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar123.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar123.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,124,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar124.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar124.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar124.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,125,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar125.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar125.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar125.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,126,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar126.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar126.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar126.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,127,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar127.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar127.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar127.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,128,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar128.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar128.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar128.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,129,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar129.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar129.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar129.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,130,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar130.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar130.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar130.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,131,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar131.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar131.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar131.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,132,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar132.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar132.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar132.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,133,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar133.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar133.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar133.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,134,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar134.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar134.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar134.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,135,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar135.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar135.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar135.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,136,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar136.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar136.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar136.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,137,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar137.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar137.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar137.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,138,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar138.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar138.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar138.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,139,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar139.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar139.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar139.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,140,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar140.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar140.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar140.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,141,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar141.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar141.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar141.json,unsupported_duration
train,For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm,For Whom The Bell Tolls Drum Tab by Metallica,gp7,ml/data/songsterr/guitar_pro/For Whom The Bell Tolls Drum Tab by Metallica.gp,142,ml/data/dataset/images/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar142.png,ml/data/dataset/labels/For Whom The Bell Tolls Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar142.json,ml/data/labels/For Whom The Bell Tolls Drum Tab by Metallica_bar142.json,beat_outside_grid;measure_beyond_grid;unsupported_duration
train,Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm,Rush Freewill Drum Tab Oct 6 2025,gp7,ml/data/songsterr/guitar_pro/Rush Freewill Drum Tab Oct 6 2025.gp,3,ml/data/dataset/images/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar003.png,ml/data/dataset/labels/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar003.json,ml/data/labels/Rush Freewill Drum Tab Oct 6 2025_bar003.json,measure_beyond_grid;unsupported_duration
train,Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm,Rush Freewill Drum Tab Oct 6 2025,gp7,ml/data/songsterr/guitar_pro/Rush Freewill Drum Tab Oct 6 2025.gp,4,ml/data/dataset/images/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar004.png,ml/data/dataset/labels/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar004.json,ml/data/labels/Rush Freewill Drum Tab Oct 6 2025_bar004.json,measure_beyond_grid
train,Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm,Rush Freewill Drum Tab Oct 6 2025,gp7,ml/data/songsterr/guitar_pro/Rush Freewill Drum Tab Oct 6 2025.gp,5,ml/data/dataset/images/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar005.png,ml/data/dataset/labels/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar005.json,ml/data/labels/Rush Freewill Drum Tab Oct 6 2025_bar005.json,beat_outside_grid;measure_beyond_grid
train,Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm,Rush Freewill Drum Tab Oct 6 2025,gp7,ml/data/songsterr/guitar_pro/Rush Freewill Drum Tab Oct 6 2025.gp,6,ml/data/dataset/images/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar006.png,ml/data/dataset/labels/Freewill Drum Tab by Rush _ Songsterr Tabs with Rhythm_bar006.json,ml/data/labels/Rush Freewill Drum Tab Oct 6 2025_bar006.json,beat_outside_grid;measure_beyond_grid
