split,song,source_song,source_kind,source_file,bar_number,image_path,label_path,source_label_path,image_sha256,label_sha256
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,138,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar138.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar138.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar138.json,73ca373872cda75f85f7f6f91bdc21d1f80a9f442d2d333dbd54645ac57e6825,d91f738163b8a5597fcc227becc1d46fd368e8f8765dffcf04747958ca432b0c
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,139,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar139.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar139.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar139.json,cfb8d3000e7def1978c5d95f22d5eb6172775e0953f284988e98394b2fc9695d,4686d61c68346f97294124d0044afdb00f0b2611ef56d467ed4dc7b088db0148
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,140,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar140.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar140.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar140.json,6e5e86d9fe02a9fe547191fafe2ce2f5dd9a2e530f20da23e9ad274de71b0713,3410dc6059e31d91b352c5582b32c09ffc8f4471cf498d5cf7c82fd42c3dd7db
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,141,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar141.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar141.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar141.json,77ab610dfe6de7507ebdfd368ab320060261f3e24c5fc457bbb3c252eecbbaff,bacaeee992a70d762d5ab1fb6a3004c3dcdbcb4f90e9c0448a911bd2afcfadfd
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,142,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar142.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar142.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar142.json,3303895fca2dc51f3612b695f2bdd1a689804a83f55fa4d11188684c3a57f6f7,46c1526905fe48cbeb037df87d3324fa66294791cf1cc8f3d873e0dbfc42073b
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,143,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar143.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar143.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar143.json,6ea3a1a87ac20e0dbc5fe86c8daeeca5d1dfe097aee1720e9fa7f7e83e6f52a4,10b81249845eb0f6a168f0c7a9cc9792a4570fcf66cd86a6481887fb1dd3072e
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,144,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar144.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar144.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar144.json,43bce06b3f8563060e25a34cdbefc8af302af6bd00127f1684f098b0d31814a5,7c509db8e6fcc48289861af1337f0aa7e5cb9abc6c7744d5b6b96bbd945cd068
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,145,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar145.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar145.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar145.json,8ec18b2e030039d50473c01ba6db693e824c712d4f7370c88ebe6cbc3a5b3f2b,4c2400e62b801299e7c0291df034ca6c4ffceb39c50129581eec957cd5678123
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,146,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar146.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar146.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar146.json,56ca9192f56781b9b27c54816dcd16bd9f01aea58452cbd0a60d4e3d37830c22,91e58d10b1a35bc251c4523abcc91465bf09ba299a7a3ed3df239c835b56b945
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,147,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar147.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar147.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar147.json,eb44a52de927c80c4f424c770f0e42d39f2faa0e4ef046ad702cc4427de17603,e25702c6b90c21b17c97b40e24a89a16d5e6a3588fdefb5300e2e90be1d79b06
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,148,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar148.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar148.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar148.json,ac6058740946a5174f779dade51faafaeeda89c0010aa100c44b3964c412bbfd,e762955ed004e569d1abe85f493dbebfc1dbc6b271924b425d599074ae3ed63a
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,149,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar149.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar149.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar149.json,068095b9753bb374c6a4bf1cb3e6360c68ac9b1e8a6ca9c414b847671b112e05,84f98f982d3b053c9ba25432115ea5262230840f7ff185d9cb2d3cdb7f00a3a6
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,150,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar150.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar150.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar150.json,a1cf5e166b9a09248663bef23dd83765b79a5c18db8c6f30fddf46f5c7669a6d,16281be3fabe3df9bf72067df0af95e906985ca168ae254094d30a4e1877a9ce
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,151,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar151.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar151.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar151.json,3625e484d048af0e87f6c12e321e82716913d8b6672beb9f735e2ce68b299779,9dde6bd2fa7b8285f2f29962e813c2eba1de437160efdf90e31fdcc6f977fb83
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,152,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar152.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar152.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar152.json,b4b4de23f7d7c51a6e79acc3b42f63f124322a15250eb372a9fd55bccfb532ae,bc4da95c455556c8a290b41073655502364a6781c93a5f02bd97f04583f43068
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,153,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar153.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar153.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar153.json,d272a34cf8aad43dc9dcf4a2f864878f8799fd0ce3389472e1ea0402382611f5,63c7ea7021cc17d293b64ddd8fff99def3d02c25e122c54e221ed78d5e79839a
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,154,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar154.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar154.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar154.json,6386996e8fd66159bf9ac70cee3f93843e33bfe18f58ebd488c1ea1535ba4caf,b187f572797935f9c8bbba605e14e53277243fb6334a58c205fe3d091e8bf32e
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,155,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar155.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar155.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar155.json,18678ce08bcaac13be1f38db20a62f8ea54399dcaf2d4f8d1f87ccc0c7ca930e,f56e2d5115786cd11a28ef20f3c2ac90b371c639812ae270f002a6b2d444616d
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,156,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar156.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar156.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar156.json,5d9e7d5f3cf80e9cd1758ebf4e403685a438a3a714e8aa5cc88e634c4ff317d7,a6fadbe4963e004533004890cf928ca1e568c9c1e744e3a33cedb2aed45b3b8f
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,158,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar158.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar158.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar158.json,206292b96c5acd49810f06a2178a9b9ac9924224db283980f66383b1ef05dd25,5f0d9fb427f2003ee11f3161b3a1cc7c0750f3346dae9aaada3cafba5de8ef94
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,159,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar159.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar159.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar159.json,966295df597576e1fa2f2a949f44cbbe08a5d195123e620e5c6ce8ad597d0988,d1fcfec34fd237cd442768413566dcd4373e42b25a103ad03c6edda74aa32009
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,160,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar160.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar160.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar160.json,f54f643c41ca77a2e0ae5028e1901c6440007f77a75a878b33eae455b5b820c6,b556042f208e9412bd786686bad3d82825cd763e52e8d640d5e15865c0c6eff9
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,161,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar161.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar161.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar161.json,4fcc241e27b451762647f19d9a35c6bc9930320e6b3269ce54b06f89bbdceb13,8c0781def133c523dd9f3c4f316ed1e4aa40fd857c05a68f699d4334239bbf32
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,162,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar162.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar162.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar162.json,77f82cf47fab10240e07f3d9ff8610c97a0e6b9b76afd51edfa08101e864ae30,75f5127d7d833520e6a426fc36b71c8c067deb52168a95a720253bf5b4d59bca
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,163,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar163.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar163.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar163.json,dddcdd6d2b42dedf35d8d59974e6b25b03b74f33e1c73fd177b263bdc67e1d42,203c2e1efda2670b150fe97b52f1d504b2820617e2ce44c8a4744bfdb7932b6f
train,Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm,Foo Fighters Everlong May 16 2026,gp7,ml/data/songsterr/guitar_pro/Foo Fighters Everlong May 16 2026.gp,164,ml/data/dataset/images/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar164.png,ml/data/dataset/labels/Everlong Drum Tab by Foo Fighters _ Songsterr Tabs with Rhythm_bar164.json,ml/data/labels/Foo Fighters Everlong May 16 2026_bar164.json,6ca4319eb8868fa14654066ee6246a42538bfed2795d37e13e6934c3f1b54b22,3bd29edb61942435b05e7be37debdb34bd21ca1d7686e2642847227c09a5b39f
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,1,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar001.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar001.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar001.json,00b5f5292ac4ea2d26d77487eebaeae71771e2e53bd9bda4c8b8bb556f43fe73,27352bb7c482340b173ee7ab607ed44ae16e8f7e1a1b93830faaf15001c29f3d
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,2,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar002.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar002.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar002.json,255f77b96b61ed04ce8bd1e6f4d743f26350d06d7ffc987ae7f38447bc93b980,85b174e00b192fd1cf519cca7e71369d0fe36a9ebfd7b98ed186c538fa2a2b3b
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,3,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar003.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar003.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar003.json,fc0b33dc8f5fe3b17d0c0aaa0c874b74b4b601f7e5cec2454ba5d9d95914137f,e4fc3cf1e0e778800aa21c7fd25dcb515835ea1ffa3b6597e938b4c3a38fcc01
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,4,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar004.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar004.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar004.json,92763a9311f7a72fbe7234a618248cfb30b06888c68705d977007a88cd654b0b,a5e9b3ba082cc0acff7d4f2b367df98671c361a26ad906bef72d46423f802dba
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,5,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar005.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar005.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar005.json,c356851904cf4cda7e764d195085d9732f1403c3ff93595e8f86d56fc86aca58,5634e964eb661080e5ede87422d5d1cfe7d5716d150dd8e6ad9855051a97bad7
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,6,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar006.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar006.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar006.json,f3465a7ef19058fb8073800e12b3e138fa14968f7e879c2a5bc8779754e38418,e7188c6277180c92ab197bc64ddd1fa1a12ae1885627a9b6720690cfc17ee191
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,7,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar007.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar007.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar007.json,8d7ebe22aba1c01e805bcc7987184e6a083a407206ab1a2252d78aa4e0218a55,a02c0fe5c8eeb3f8dc7c5540e1bf7370fc6500ea7dd0a5dceceb590adf9e996e
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,8,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar008.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar008.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar008.json,8da5f0bfd2fc352b4fdb023067e53447d297175d1832ff1ee24e1de180a6b36c,73a7b2f6599f07da6652b5d7cb8ca1b2275a790c7ae8bc626934cf17da9eacb3
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,9,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar009.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar009.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar009.json,00be7b81038a2b81eeb6fa40c1cb317c51217d915ea6cdb23586e2f57493a34f,74cd4c3186714f51a90560164b068fbef1741ef13577b126c0e8caca592f1c91
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,10,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar010.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar010.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar010.json,81eaa2b257acdd7d464a995c543dbb6695a6eaa6a599989ddabb80897ce474b1,d37abb3357a286cf098ad82dbe814f0416d708073cee68b2c019186867ad69f7
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,11,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar011.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar011.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar011.json,eb188af7c067032ca6b623f96eceabbcad6c79ae85f7ca9557c8768c6fdf4256,0851f55d7518d08c5c33c8810d1be0fe09e6bf427175631d6e55676503a82b2b
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,12,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar012.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar012.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar012.json,8242146ccc62fcf9cc1b9b1621fd035a4af5b1a6a18fdfa3ad2fde51053e2e2f,dfadb25ef00120576bdbb9d5e92dc5d54d26d8b6f8f014665f07c29e80604a69
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,13,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar013.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar013.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar013.json,2dd683aee9ca951b4fdb662ee2eaf5f59ec571ea56550976e131e53806f0e4d2,5a5bb5adb1695908f5f14c0e176dc101583754c8abb55a58073e8c26cd013087
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,14,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar014.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar014.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar014.json,080c72e40bf8d277bd940435ba17fec42291584c3395c8d37a947166ec3091a8,f13f3133a4ce896ae25c67a2c29530eedace40f359db2c1a5ba4c8018b683c76
validation,Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm,Every Breath You Take Drum Tab by The Police Apr 17 2026,gp7,ml/data/songsterr/guitar_pro/Every Breath You Take Drum Tab by The Police Apr 17 2026.gp,15,ml/data/dataset/images/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar015.png,ml/data/dataset/labels/Every Breath You Take Drum Tab by The Police _ Songsterr Tabs with Rhythm_bar015.json,ml/data/labels/Every Breath You Take Drum Tab by The Police Apr 17 2026_bar015.json,d6e93951ce2bb8ed0a5bed58f97ed23d4990258d9132d7eb2691b22c3c579a44,6aa44e172c32445e50bd7c5e81bc7c20c07b5f778114936b1eea674886307647
