split,song,source_song,source_kind,source_file,bar_number,image_path,label_path,source_label_path
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,16,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar016.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar016.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar016.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,17,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar017.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar017.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar017.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,18,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar018.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar018.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar018.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,19,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar019.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar019.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar019.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,20,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar020.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar020.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar020.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,21,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar021.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar021.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar021.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,22,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar022.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar022.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar022.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,23,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar023.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar023.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar023.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,24,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar024.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar024.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar024.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,25,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar025.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar025.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar025.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,26,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar026.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar026.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar026.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,27,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar027.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar027.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar027.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,28,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar028.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar028.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar028.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,29,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar029.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar029.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar029.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,30,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar030.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar030.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar030.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,31,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar031.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar031.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar031.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,32,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar032.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar032.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar032.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,33,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar033.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar033.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar033.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,34,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar034.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar034.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar034.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,35,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar035.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar035.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar035.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,36,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar036.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar036.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar036.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,37,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar037.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar037.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar037.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,38,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar038.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar038.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar038.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,39,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar039.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar039.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar039.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,40,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar040.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar040.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar040.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,41,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar041.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar041.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar041.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,42,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar042.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar042.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar042.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,43,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar043.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar043.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar043.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,44,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar044.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar044.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar044.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,45,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar045.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar045.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar045.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,46,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar046.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar046.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar046.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,47,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar047.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar047.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar047.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,48,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar048.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar048.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar048.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,49,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar049.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar049.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar049.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,50,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar050.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar050.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar050.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,51,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar051.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar051.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar051.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,52,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar052.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar052.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar052.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,53,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar053.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar053.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar053.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,54,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar054.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar054.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar054.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,55,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar055.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar055.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar055.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,56,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar056.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar056.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar056.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,57,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar057.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar057.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar057.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,58,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar058.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar058.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar058.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,59,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar059.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar059.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar059.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,60,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar060.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar060.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar060.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,61,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar061.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar061.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar061.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,62,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar062.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar062.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar062.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,63,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar063.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar063.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar063.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,64,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar064.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar064.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar064.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,65,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar065.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar065.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar065.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,66,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar066.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar066.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar066.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,67,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar067.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar067.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar067.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,68,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar068.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar068.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar068.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,69,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar069.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar069.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar069.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,70,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar070.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar070.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar070.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,71,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar071.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar071.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar071.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,72,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar072.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar072.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar072.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,73,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar073.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar073.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar073.json
train,Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm,Fade to Black Drum Tab Metallica,gp7,ml/data/songsterr/guitar_pro/Fade to Black Drum Tab Metallica.gp,74,ml/data/dataset/images/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar074.png,ml/data/dataset/labels/Fade to Black Drum Tab by Metallica _ Songsterr Tabs with Rhythm_bar074.json,ml/data/labels/Fade to Black Drum Tab Metallica_bar074.json
